id,known,name,products,sameAs/0,url
en:e263,True,E263,702,https://www.wikidata.org/wiki/Q409251,https://world.openfoodfacts.org/ingredient/e263
en:cognac,True,Cognac,701,,https://world.openfoodfacts.org/ingredient/cognac
en:and-folic-acid,False,and-folic-acid,699,,https://world.openfoodfacts.org/ingredient/and-folic-acid
en:natural-spices,True,Natural spices,699,,https://world.openfoodfacts.org/ingredient/natural-spices
en:cultured-wheat-starch,False,cultured-wheat-starch,699,,https://world.openfoodfacts.org/ingredient/cultured-wheat-starch
en:pork-rind,True,Pork rind,696,https://www.wikidata.org/wiki/Q3695900,https://world.openfoodfacts.org/ingredient/pork-rind
en:marshmallow,True,Marshmallow,695,https://www.wikidata.org/wiki/Q272198,https://world.openfoodfacts.org/ingredient/marshmallow
en:food-acid,False,food-acid,695,,https://world.openfoodfacts.org/ingredient/food-acid
en:to-retard-spoilage,False,to-retard-spoilage,695,,https://world.openfoodfacts.org/ingredient/to-retard-spoilage
en:autolyzed-yeast,False,autolyzed-yeast,693,,https://world.openfoodfacts.org/ingredient/autolyzed-yeast
en:vegetable-oil-shortening,False,vegetable-oil-shortening,693,,https://world.openfoodfacts.org/ingredient/vegetable-oil-shortening
en:concentrated-carrot-juice,True,Concentrated carrot juice,687,,https://world.openfoodfacts.org/ingredient/concentrated-carrot-juice
en:copper-gluconate,True,Copper gluconate,686,https://www.wikidata.org/wiki/Q3109285,https://world.openfoodfacts.org/ingredient/copper-gluconate
en:granulated-sugar,True,Granulated sugar,684,,https://world.openfoodfacts.org/ingredient/granulated-sugar
en:semi-sweet-chocolate-chips,False,semi-sweet-chocolate-chips,684,,https://world.openfoodfacts.org/ingredient/semi-sweet-chocolate-chips
en:e140,True,E140,682,https://www.wikidata.org/wiki/Q82182,https://world.openfoodfacts.org/ingredient/e140
en:e900a,True,E900a,681,https://www.wikidata.org/wiki/Q411955,https://world.openfoodfacts.org/ingredient/e900a
en:contains-less-than-1-of,False,contains-less-than-1-of,681,,https://world.openfoodfacts.org/ingredient/contains-less-than-1-of
en:cassava,True,Cassava,680,https://www.wikidata.org/wiki/Q43304555,https://world.openfoodfacts.org/ingredient/cassava
en:red-beetroot-juice,True,Red beetroot juice,678,,https://world.openfoodfacts.org/ingredient/red-beetroot-juice
en:high-oleic-canola-oil,False,high-oleic-canola-oil,678,,https://world.openfoodfacts.org/ingredient/high-oleic-canola-oil
en:e473,True,E473,676,https://www.wikidata.org/wiki/Q32418,https://world.openfoodfacts.org/ingredient/e473
en:pecorino,True,Pecorino,673,https://www.wikidata.org/wiki/Q677640,https://world.openfoodfacts.org/ingredient/pecorino
en:hemp-seed,True,Hemp seed,672,,https://world.openfoodfacts.org/ingredient/hemp-seed
en:e131,True,E131,671,https://www.wikidata.org/wiki/Q420087,https://world.openfoodfacts.org/ingredient/e131
en:fresh-onions,True,Fresh onions,669,,https://world.openfoodfacts.org/ingredient/fresh-onions
en:feta,True,Feta,668,https://www.wikidata.org/wiki/Q182760,https://world.openfoodfacts.org/ingredient/feta
en:star-anise,True,Star anise,667,https://www.wikidata.org/wiki/Q1760637,https://world.openfoodfacts.org/ingredient/star-anise
en:yellow-onion,True,Yellow onion,666,https://www.wikidata.org/wiki/Q8051898,https://world.openfoodfacts.org/ingredient/yellow-onion
en:herb-extract,True,Herb extract,666,,https://world.openfoodfacts.org/ingredient/herb-extract
en:magnesium-phosphate,True,Magnesium phosphate,666,,https://world.openfoodfacts.org/ingredient/magnesium-phosphate
en:lactic-and-aging-ferments,True,Lactic and aging ferments,664,,https://world.openfoodfacts.org/ingredient/lactic-and-aging-ferments
en:enriched-macaroni-product,False,enriched-macaroni-product,663,,https://world.openfoodfacts.org/ingredient/enriched-macaroni-product
en:e451i,True,E451i,663,https://www.wikidata.org/wiki/Q29145,https://world.openfoodfacts.org/ingredient/e451i
en:sorghum-flour,True,Sorghum flour,662,,https://world.openfoodfacts.org/ingredient/sorghum-flour
en:natural-hickory-smoke-flavor,False,natural-hickory-smoke-flavor,660,,https://world.openfoodfacts.org/ingredient/natural-hickory-smoke-flavor
en:natural-garlic-flavouring,True,Natural garlic flavouring,660,,https://world.openfoodfacts.org/ingredient/natural-garlic-flavouring
en:quinoa-flour,True,Quinoa flour,659,,https://world.openfoodfacts.org/ingredient/quinoa-flour
en:pea-starch,True,Pea starch,658,,https://world.openfoodfacts.org/ingredient/pea-starch
en:bamboo,True,Bamboo,658,https://www.wikidata.org/wiki/Q35922,https://world.openfoodfacts.org/ingredient/bamboo
en:tapioca-maltodextrin,True,Tapioca maltodextrin,656,,https://world.openfoodfacts.org/ingredient/tapioca-maltodextrin
en:e1442,True,E1442,655,https://www.wikidata.org/wiki/Q10528966,https://world.openfoodfacts.org/ingredient/e1442
en:may-contain-one-and-more-of-the-following,False,may-contain-one-and-more-of-the-following,653,,https://world.openfoodfacts.org/ingredient/may-contain-one-and-more-of-the-following
en:chocolate-processed-with-alkali,False,chocolate-processed-with-alkali,653,,https://world.openfoodfacts.org/ingredient/chocolate-processed-with-alkali
en:cake,True,Cake,652,https://www.wikidata.org/wiki/Q13276,https://world.openfoodfacts.org/ingredient/cake
en:crushed-peeled-tomato,True,Crushed peeled tomato,651,,https://world.openfoodfacts.org/ingredient/crushed-peeled-tomato
en:mashed-potato,True,Mashed potato,649,https://www.wikidata.org/wiki/Q322787,https://world.openfoodfacts.org/ingredient/mashed-potato
en:glucose-fructose,True,Glucose-fructose,649,,https://world.openfoodfacts.org/ingredient/glucose-fructose
en:interesterified-soybean-oil,False,interesterified-soybean-oil,645,,https://world.openfoodfacts.org/ingredient/interesterified-soybean-oil
en:contains-less-than,False,contains-less-than,645,,https://world.openfoodfacts.org/ingredient/contains-less-than
en:onion-extract,True,Onion Extract,645,,https://world.openfoodfacts.org/ingredient/onion-extract
en:scallop,True,Scallop,645,https://www.wikidata.org/wiki/Q1311395,https://world.openfoodfacts.org/ingredient/scallop
en:liquorice-extract,True,Liquorice extract,645,,https://world.openfoodfacts.org/ingredient/liquorice-extract
en:american-cheese,True,American cheese,643,https://www.wikidata.org/wiki/Q2671520,https://world.openfoodfacts.org/ingredient/american-cheese
en:acacia,False,acacia,643,,https://world.openfoodfacts.org/ingredient/acacia
en:butter-flavouring,True,Butter flavouring,642,,https://world.openfoodfacts.org/ingredient/butter-flavouring
en:topping,False,topping,640,,https://world.openfoodfacts.org/ingredient/topping
en:smoked-lardoons,True,Smoked lardoons,639,,https://world.openfoodfacts.org/ingredient/smoked-lardoons
en:l,False,l,639,,https://world.openfoodfacts.org/ingredient/l
en:bourbon-vanilla-extract,True,Bourbon vanilla extract,639,,https://world.openfoodfacts.org/ingredient/bourbon-vanilla-extract
en:rose-hip,True,Rose hip,637,https://www.wikidata.org/wiki/Q46740,https://world.openfoodfacts.org/ingredient/rose-hip
en:cultured-whey,False,cultured-whey,637,,https://world.openfoodfacts.org/ingredient/cultured-whey
en:rice-semolina,True,Rice semolina,637,,https://world.openfoodfacts.org/ingredient/rice-semolina
en:acerola-juice,True,Acerola juice,635,,https://world.openfoodfacts.org/ingredient/acerola-juice
en:guar,False,guar,633,,https://world.openfoodfacts.org/ingredient/guar
en:fractionated-palm-oil,True,Fractionated palm oil,631,,https://world.openfoodfacts.org/ingredient/fractionated-palm-oil
en:lime-oil,True,Lime oil,630,,https://world.openfoodfacts.org/ingredient/lime-oil
en:e1422,True,E1422,629,https://www.wikidata.org/wiki/Q2824457,https://world.openfoodfacts.org/ingredient/e1422
en:exhausted-vanilla-pod,True,Exhausted vanilla pod,628,,https://world.openfoodfacts.org/ingredient/exhausted-vanilla-pod
en:watermelon,True,Watermelon,626,https://www.wikidata.org/wiki/Q38645,https://world.openfoodfacts.org/ingredient/watermelon
en:squid,True,Squid,624,https://www.wikidata.org/wiki/Q81900,https://world.openfoodfacts.org/ingredient/squid
en:semi-sweet-chocolate,False,semi-sweet-chocolate,623,,https://world.openfoodfacts.org/ingredient/semi-sweet-chocolate
en:beer,True,Beer,622,,https://world.openfoodfacts.org/ingredient/beer
en:cooked-chickpeas,True,Cooked chickpeas,621,,https://world.openfoodfacts.org/ingredient/cooked-chickpeas
en:evaporated-milk,True,Evaporated milk,619,https://www.wikidata.org/wiki/Q13417087,https://world.openfoodfacts.org/ingredient/evaporated-milk
en:waxy-corn,True,Waxy corn,618,,https://world.openfoodfacts.org/ingredient/waxy-corn
en:water-chestnut,True,Water chestnut,617,https://www.wikidata.org/wiki/Q932664,https://world.openfoodfacts.org/ingredient/water-chestnut
en:baby-spinach,True,Baby spinach,617,,https://world.openfoodfacts.org/ingredient/baby-spinach
en:wheat-syrup,True,Wheat syrup,615,,https://world.openfoodfacts.org/ingredient/wheat-syrup
en:lobster,True,Lobster,615,,https://world.openfoodfacts.org/ingredient/lobster
en:lemon-puree,True,Lemon puree,614,,https://world.openfoodfacts.org/ingredient/lemon-puree
en:potato-maltodextrin,True,Potato maltodextrin,614,,https://world.openfoodfacts.org/ingredient/potato-maltodextrin
en:brewer-s-yeast,True,Brewer's yeast,612,https://www.wikidata.org/wiki/Q719725,https://world.openfoodfacts.org/ingredient/brewer-s-yeast
en:whipping-cream,True,Whipping cream,612,,https://world.openfoodfacts.org/ingredient/whipping-cream
en:natural-lime-flavouring,True,Natural lime flavouring,612,,https://world.openfoodfacts.org/ingredient/natural-lime-flavouring
en:a-b-vitamin,False,a-b-vitamin,610,,https://world.openfoodfacts.org/ingredient/a-b-vitamin
en:live-and-active-cultures,False,live-and-active-cultures,608,,https://world.openfoodfacts.org/ingredient/live-and-active-cultures
en:ketchup,True,Ketchup,607,https://www.wikidata.org/wiki/Q178143,https://world.openfoodfacts.org/ingredient/ketchup
en:savoy-cabbage,True,Savoy cabbage,602,https://www.wikidata.org/wiki/Q154013,https://world.openfoodfacts.org/ingredient/savoy-cabbage
en:sweetened-condensed-skimmed-milk,True,Sweetened condensed skimmed milk,602,,https://world.openfoodfacts.org/ingredient/sweetened-condensed-skimmed-milk
en:partially-hydrogenated-soybean-and-cottonseed-oil,False,partially-hydrogenated-soybean-and-cottonseed-oil,598,,https://world.openfoodfacts.org/ingredient/partially-hydrogenated-soybean-and-cottonseed-oil
en:grated-emmental-cheese,True,Grated emmental cheese,598,,https://world.openfoodfacts.org/ingredient/grated-emmental-cheese
en:hydrolysed-proteins,True,Hydrolysed proteins,598,,https://world.openfoodfacts.org/ingredient/hydrolysed-proteins
en:palm-vegetable-oils,False,palm-vegetable-oils,598,,https://world.openfoodfacts.org/ingredient/palm-vegetable-oils
en:added-to-preserve-freshness,False,added-to-preserve-freshness,597,,https://world.openfoodfacts.org/ingredient/added-to-preserve-freshness
en:sweet-cream-buttermilk,False,sweet-cream-buttermilk,596,,https://world.openfoodfacts.org/ingredient/sweet-cream-buttermilk
en:reduced-lactose-whey,False,reduced-lactose-whey,595,,https://world.openfoodfacts.org/ingredient/reduced-lactose-whey
en:rice-bran-oil,True,Rice bran oil,595,https://www.wikidata.org/wiki/Q175933,https://world.openfoodfacts.org/ingredient/rice-bran-oil
en:almond-flour,True,Almond flour,595,,https://world.openfoodfacts.org/ingredient/almond-flour
en:sweetcorn,True,Sweetcorn,594,,https://world.openfoodfacts.org/ingredient/sweetcorn
en:pure-vanilla-extract,True,Pure vanilla extract,594,,https://world.openfoodfacts.org/ingredient/pure-vanilla-extract
en:goji,True,Goji,593,https://www.wikidata.org/wiki/Q2617260,https://world.openfoodfacts.org/ingredient/goji
en:bht-for-freshness,False,bht-for-freshness,591,,https://world.openfoodfacts.org/ingredient/bht-for-freshness
en:quark,True,Quark,591,https://www.wikidata.org/wiki/Q259642,https://world.openfoodfacts.org/ingredient/quark
en:blonde-cane-sugar,True,Blonde cane sugar,590,,https://world.openfoodfacts.org/ingredient/blonde-cane-sugar
en:minced-beef,True,Minced beef,590,,https://world.openfoodfacts.org/ingredient/minced-beef
en:ground-coffee,True,Ground coffee,590,,https://world.openfoodfacts.org/ingredient/ground-coffee
en:modified-whey,False,modified-whey,589,,https://world.openfoodfacts.org/ingredient/modified-whey
en:cocoa-liquor,False,cocoa-liquor,589,,https://world.openfoodfacts.org/ingredient/cocoa-liquor
en:modified-milk-ingredients,True,Modified milk ingredients,589,,https://world.openfoodfacts.org/ingredient/modified-milk-ingredients
en:dv,False,dv,589,,https://world.openfoodfacts.org/ingredient/dv
en:beetroot-juice-concentrate,True,Beetroot juice concentrate,588,,https://world.openfoodfacts.org/ingredient/beetroot-juice-concentrate
en:bamboo-fibre,True,Bamboo fibre,588,,https://world.openfoodfacts.org/ingredient/bamboo-fibre
en:zinc-gluconate,True,Zinc gluconate,588,https://www.wikidata.org/wiki/Q3822815,https://world.openfoodfacts.org/ingredient/zinc-gluconate
en:carnitine,True,Carnitine,587,https://www.wikidata.org/wiki/Q243309,https://world.openfoodfacts.org/ingredient/carnitine
en:wholemeal-cereal,True,Wholemeal cereal,587,,https://world.openfoodfacts.org/ingredient/wholemeal-cereal
en:broad-bean,True,Broad bean,586,,https://world.openfoodfacts.org/ingredient/broad-bean
en:mixed-cheese,True,Mixed cheese,586,,https://world.openfoodfacts.org/ingredient/mixed-cheese
en:vegetable-oil-blend,True,Vegetable oil blend,586,,https://world.openfoodfacts.org/ingredient/vegetable-oil-blend
en:no5,False,No5,586,,https://world.openfoodfacts.org/ingredient/no5
en:fructooligosaccharide,True,Fructooligosaccharide,586,https://www.wikidata.org/wiki/Q418945,https://world.openfoodfacts.org/ingredient/fructooligosaccharide
en:nigari,True,Nigari,586,,https://world.openfoodfacts.org/ingredient/nigari
en:orange-pulp,True,Orange pulp,585,,https://world.openfoodfacts.org/ingredient/orange-pulp
en:e355,True,E355,584,https://www.wikidata.org/wiki/Q357415,https://world.openfoodfacts.org/ingredient/e355
en:gluten-free-oats,True,Gluten free oats,583,,https://world.openfoodfacts.org/ingredient/gluten-free-oats
en:cracked-wheat,False,cracked-wheat,583,,https://world.openfoodfacts.org/ingredient/cracked-wheat
en:galangal,True,Galangal,583,https://www.wikidata.org/wiki/Q734727,https://world.openfoodfacts.org/ingredient/galangal
en:azucar,False,azucar,582,,https://world.openfoodfacts.org/ingredient/azucar
en:swiss-cheese,True,Swiss cheese,579,,https://world.openfoodfacts.org/ingredient/swiss-cheese
en:and-citric-acid,False,and-citric-acid,579,,https://world.openfoodfacts.org/ingredient/and-citric-acid
en:carrot-extract,True,Carrot extract,578,,https://world.openfoodfacts.org/ingredient/carrot-extract
en:processing-aid,False,processing-aid,578,,https://world.openfoodfacts.org/ingredient/processing-aid
en:casein,True,Casein,575,,https://world.openfoodfacts.org/ingredient/casein
en:modified-cellulose,False,modified-cellulose,575,,https://world.openfoodfacts.org/ingredient/modified-cellulose
en:s,False,s,574,,https://world.openfoodfacts.org/ingredient/s
en:pink-salt,True,Pink salt,573,,https://world.openfoodfacts.org/ingredient/pink-salt
en:sweet-cream,False,sweet-cream,572,,https://world.openfoodfacts.org/ingredient/sweet-cream
en:vitamin-and-mineral-blend,True,Vitamin and mineral blend,571,,https://world.openfoodfacts.org/ingredient/vitamin-and-mineral-blend
en:free-range-chicken-eggs,True,Free range chicken eggs,568,,https://world.openfoodfacts.org/ingredient/free-range-chicken-eggs
en:annatto-extract-color,False,annatto-extract-color,568,,https://world.openfoodfacts.org/ingredient/annatto-extract-color
en:calcium-disodium-edta-added-to-protect-flavor,False,calcium-disodium-edta-added-to-protect-flavor,567,,https://world.openfoodfacts.org/ingredient/calcium-disodium-edta-added-to-protect-flavor
en:malt-vinegar,True,Malt vinegar,567,,https://world.openfoodfacts.org/ingredient/malt-vinegar
en:natural-raspberry-flavouring,True,Natural raspberry flavouring,566,,https://world.openfoodfacts.org/ingredient/natural-raspberry-flavouring
en:wholemeal-spelt-flour,True,Wholemeal spelt flour,565,,https://world.openfoodfacts.org/ingredient/wholemeal-spelt-flour
en:mononitrate,False,mononitrate,562,,https://world.openfoodfacts.org/ingredient/mononitrate
en:white-mineral-oil,False,white-mineral-oil,562,,https://world.openfoodfacts.org/ingredient/white-mineral-oil
en:cooked-beef-meat,True,Cooked beef meat,562,,https://world.openfoodfacts.org/ingredient/cooked-beef-meat
en:cultured-pasteurized-part-skim-milk,False,cultured-pasteurized-part-skim-milk,561,,https://world.openfoodfacts.org/ingredient/cultured-pasteurized-part-skim-milk
en:e520,True,E520,560,https://www.wikidata.org/wiki/Q421857,https://world.openfoodfacts.org/ingredient/e520
en:pasteurized-cultured-milk-and-cream,False,pasteurized-cultured-milk-and-cream,559,,https://world.openfoodfacts.org/ingredient/pasteurized-cultured-milk-and-cream
en:veal-meat,True,Veal meat,556,,https://world.openfoodfacts.org/ingredient/veal-meat
en:mild-yogurt,True,Mild yogurt,553,,https://world.openfoodfacts.org/ingredient/mild-yogurt
en:e477,True,E477,552,https://www.wikidata.org/wiki/Q18944660,https://world.openfoodfacts.org/ingredient/e477
en:made-from-corn,False,made-from-corn,551,,https://world.openfoodfacts.org/ingredient/made-from-corn
en:glutinous-rice,True,Glutinous rice,551,https://www.wikidata.org/wiki/Q115443,https://world.openfoodfacts.org/ingredient/glutinous-rice
en:waxy-corn-starch,True,Waxy corn starch,550,,https://world.openfoodfacts.org/ingredient/waxy-corn-starch
en:lemon-flavouring,True,Lemon flavouring,550,,https://world.openfoodfacts.org/ingredient/lemon-flavouring
en:golden-syrup,True,Golden syrup,550,https://www.wikidata.org/wiki/Q2688129,https://world.openfoodfacts.org/ingredient/golden-syrup
en:vegetable-concentrate,True,Vegetable concentrate,548,,https://world.openfoodfacts.org/ingredient/vegetable-concentrate
en:almond-paste,True,Almond paste,548,,https://world.openfoodfacts.org/ingredient/almond-paste
en:partially-hydrogenated-soybean-and-cottonseed-oils,False,partially-hydrogenated-soybean-and-cottonseed-oils,547,,https://world.openfoodfacts.org/ingredient/partially-hydrogenated-soybean-and-cottonseed-oils
en:yellow-corn,True,Yellow corn,546,,https://world.openfoodfacts.org/ingredient/yellow-corn
en:crab,True,Crab,546,https://www.wikidata.org/wiki/Q40802,https://world.openfoodfacts.org/ingredient/crab
en:chicken-base,False,chicken-base,546,,https://world.openfoodfacts.org/ingredient/chicken-base
en:cultured-pasteurized-nonfat-milk,False,cultured-pasteurized-nonfat-milk,546,,https://world.openfoodfacts.org/ingredient/cultured-pasteurized-nonfat-milk
en:b-vitamins,False,b-vitamins,546,,https://world.openfoodfacts.org/ingredient/b-vitamins
en:rye-sourdough,True,Rye sourdough,546,,https://world.openfoodfacts.org/ingredient/rye-sourdough
en:soda,False,soda,545,,https://world.openfoodfacts.org/ingredient/soda
en:non-gmo-canola-oil,True,Non-gmo canola oil,542,,https://world.openfoodfacts.org/ingredient/non-gmo-canola-oil
en:disodium-edta,False,disodium-edta,542,,https://world.openfoodfacts.org/ingredient/disodium-edta
en:less-than-2-of-the-following,False,less-than-2-of-the-following,539,,https://world.openfoodfacts.org/ingredient/less-than-2-of-the-following
en:palm-fruit-oil,False,palm-fruit-oil,539,,https://world.openfoodfacts.org/ingredient/palm-fruit-oil
en:herring,True,Herring,538,https://www.wikidata.org/wiki/Q3127419,https://world.openfoodfacts.org/ingredient/herring
en:natural-strawberry-flavouring,True,Natural strawberry flavouring,537,,https://world.openfoodfacts.org/ingredient/natural-strawberry-flavouring
en:triticale,True,Triticale,537,,https://world.openfoodfacts.org/ingredient/triticale
en:calcium-disodium-edta-to-protect-flavor,False,calcium-disodium-edta-to-protect-flavor,536,,https://world.openfoodfacts.org/ingredient/calcium-disodium-edta-to-protect-flavor
en:hydrolyzed-corn-gluten,False,hydrolyzed-corn-gluten,536,,https://world.openfoodfacts.org/ingredient/hydrolyzed-corn-gluten
en:mung-bean,True,Mung bean,536,https://www.wikidata.org/wiki/Q484447,https://world.openfoodfacts.org/ingredient/mung-bean
en:cane-sugar-molasses,True,Cane sugar molasses,532,,https://world.openfoodfacts.org/ingredient/cane-sugar-molasses
en:coconut-milk-powder,True,Coconut milk powder,532,,https://world.openfoodfacts.org/ingredient/coconut-milk-powder
en:maple-sugar,False,maple-sugar,532,,https://world.openfoodfacts.org/ingredient/maple-sugar
en:chard,True,Chard,532,https://www.wikidata.org/wiki/Q157954,https://world.openfoodfacts.org/ingredient/chard
en:peeled-tomatoes,True,Peeled tomatoes,529,,https://world.openfoodfacts.org/ingredient/peeled-tomatoes
en:almondmilk,False,almondmilk,528,,https://world.openfoodfacts.org/ingredient/almondmilk
en:grilled-courgette,True,Grilled courgette,527,,https://world.openfoodfacts.org/ingredient/grilled-courgette
en:soy-base,True,Soy base,527,,https://world.openfoodfacts.org/ingredient/soy-base
en:turmeric-powder,True,Turmeric powder,527,,https://world.openfoodfacts.org/ingredient/turmeric-powder
en:used-to-protect-quality,False,used-to-protect-quality,526,,https://world.openfoodfacts.org/ingredient/used-to-protect-quality
en:pasteurised-egg-yolk,True,Pasteurised egg yolk,526,,https://world.openfoodfacts.org/ingredient/pasteurised-egg-yolk
en:e210,True,E210,525,https://www.wikidata.org/wiki/Q191700,https://world.openfoodfacts.org/ingredient/e210
en:no6,False,No6,524,,https://world.openfoodfacts.org/ingredient/no6
en:brown-cane-sugar,True,Brown cane sugar,524,,https://world.openfoodfacts.org/ingredient/brown-cane-sugar
en:camomile,True,Camomile,522,,https://world.openfoodfacts.org/ingredient/camomile
en:flower-honey,True,Flower honey,521,,https://world.openfoodfacts.org/ingredient/flower-honey
en:apple-pieces,True,Apple pieces,520,,https://world.openfoodfacts.org/ingredient/apple-pieces
en:e525,True,E525,519,https://www.wikidata.org/wiki/Q132298,https://world.openfoodfacts.org/ingredient/e525
en:degerminated-yellow-corn-flour,False,degerminated-yellow-corn-flour,518,,https://world.openfoodfacts.org/ingredient/degerminated-yellow-corn-flour
en:rhubarb,True,Rhubarb,518,https://www.wikidata.org/wiki/Q20767168,https://world.openfoodfacts.org/ingredient/rhubarb
en:sultanas,False,sultanas,517,,https://world.openfoodfacts.org/ingredient/sultanas
en:smoked-salmon,True,Smoked salmon,517,,https://world.openfoodfacts.org/ingredient/smoked-salmon
en:white-cheddar,True,White cheddar,516,,https://world.openfoodfacts.org/ingredient/white-cheddar
en:sweetened-condensed-semi-skimmed-milk,True,Sweetened condensed semi-skimmed milk,516,,https://world.openfoodfacts.org/ingredient/sweetened-condensed-semi-skimmed-milk
en:parfum,False,parfum,515,,https://world.openfoodfacts.org/ingredient/parfum
en:and-vanilla,False,and-vanilla,515,,https://world.openfoodfacts.org/ingredient/and-vanilla
en:propylene-glycol-monoesters,False,propylene-glycol-monoesters,514,,https://world.openfoodfacts.org/ingredient/propylene-glycol-monoesters
en:spring-onion,True,Spring onion,513,https://www.wikidata.org/wiki/Q774278,https://world.openfoodfacts.org/ingredient/spring-onion
en:e261,True,E261,513,https://www.wikidata.org/wiki/Q409199,https://world.openfoodfacts.org/ingredient/e261
en:coconut-flakes,True,Coconut flakes,512,,https://world.openfoodfacts.org/ingredient/coconut-flakes
en:grapefruit-juice,True,Grapefruit juice,512,https://www.wikidata.org/wiki/Q1138468,https://world.openfoodfacts.org/ingredient/grapefruit-juice
en:chicken-skin,True,Chicken skin,511,,https://world.openfoodfacts.org/ingredient/chicken-skin
en:coconut-flavouring,True,Coconut flavouring,511,,https://world.openfoodfacts.org/ingredient/coconut-flavouring
en:wheat-protein-isolate,True,Wheat protein isolate,510,,https://world.openfoodfacts.org/ingredient/wheat-protein-isolate
en:praline,True,Praliné,510,https://www.wikidata.org/wiki/Q3401308,https://world.openfoodfacts.org/ingredient/praline
en:disodium-inosinate-and-guanylate,False,disodium-inosinate-and-guanylate,510,,https://world.openfoodfacts.org/ingredient/disodium-inosinate-and-guanylate
en:e140i,True,E140i,509,https://www.wikidata.org/wiki/Q82182,https://world.openfoodfacts.org/ingredient/e140i
en:natural-sheep-casing,True,Natural sheep casing,508,,https://world.openfoodfacts.org/ingredient/natural-sheep-casing
en:calcium-stearoyl-lactylate,False,calcium-stearoyl-lactylate,508,,https://world.openfoodfacts.org/ingredient/calcium-stearoyl-lactylate
en:himalayan-pink-salt,True,Himalayan pink salt,508,,https://world.openfoodfacts.org/ingredient/himalayan-pink-salt
en:wild-rice,True,Wild rice,507,,https://world.openfoodfacts.org/ingredient/wild-rice
en:aloe-vera,True,Aloe vera,507,https://www.wikidata.org/wiki/Q80079,https://world.openfoodfacts.org/ingredient/aloe-vera
en:e510,True,E510,506,https://www.wikidata.org/wiki/Q188543,https://world.openfoodfacts.org/ingredient/e510
en:low-fat-yogurt,True,Low fat yogurt,506,,https://world.openfoodfacts.org/ingredient/low-fat-yogurt
en:lima-beans,False,lima-beans,506,,https://world.openfoodfacts.org/ingredient/lima-beans
en:malt-flavouring,True,Malt flavouring,505,,https://world.openfoodfacts.org/ingredient/malt-flavouring
en:menthol,True,Menthol,505,https://www.wikidata.org/wiki/Q407418,https://world.openfoodfacts.org/ingredient/menthol
en:cocoa-paste-processed-with-alkali,True,Cocoa paste processed with alkali,505,,https://world.openfoodfacts.org/ingredient/cocoa-paste-processed-with-alkali
en:cultured-pasteurized-skim-milk,False,cultured-pasteurized-skim-milk,504,,https://world.openfoodfacts.org/ingredient/cultured-pasteurized-skim-milk
en:e443,True,E443,504,https://www.wikidata.org/wiki/Q4164502,https://world.openfoodfacts.org/ingredient/e443
en:yellowfin-tuna,True,Yellowfin tuna,503,https://www.wikidata.org/wiki/Q269781,https://world.openfoodfacts.org/ingredient/yellowfin-tuna
en:caraway-seed,True,Caraway seed,503,,https://world.openfoodfacts.org/ingredient/caraway-seed
en:truffle,True,Truffle,503,https://www.wikidata.org/wiki/Q2690965,https://world.openfoodfacts.org/ingredient/truffle
en:safflower-concentrate,True,Safflower concentrate,502,,https://world.openfoodfacts.org/ingredient/safflower-concentrate
en:e315,True,E315,501,https://www.wikidata.org/wiki/Q424531,https://world.openfoodfacts.org/ingredient/e315
en:garlic-extract,True,Garlic extract,500,,https://world.openfoodfacts.org/ingredient/garlic-extract
en:hard-cheese,True,Hard cheese,499,,https://world.openfoodfacts.org/ingredient/hard-cheese
en:white-corn,True,White corn,499,,https://world.openfoodfacts.org/ingredient/white-corn
en:kelp,True,Kelp,497,https://www.wikidata.org/wiki/Q1055316,https://world.openfoodfacts.org/ingredient/kelp
en:curing-salt,True,Curing salt,497,https://www.wikidata.org/wiki/Q5194756,https://world.openfoodfacts.org/ingredient/curing-salt
en:non-hydrogenated-vegetable-fats,True,Non-hydrogenated vegetable fats,496,,https://world.openfoodfacts.org/ingredient/non-hydrogenated-vegetable-fats
en:red-raspberries,True,Red raspberries,496,,https://world.openfoodfacts.org/ingredient/red-raspberries
en:sherry,True,Sherry,495,https://www.wikidata.org/wiki/Q16398,https://world.openfoodfacts.org/ingredient/sherry
en:wheat-malt-flour,True,Wheat malt flour,495,,https://world.openfoodfacts.org/ingredient/wheat-malt-flour
en:cheese-sauce,True,Cheese sauce,495,https://www.wikidata.org/wiki/Q27972032,https://world.openfoodfacts.org/ingredient/cheese-sauce
en:agua,False,agua,495,,https://world.openfoodfacts.org/ingredient/agua
en:endive,True,Endive,493,https://www.wikidata.org/wiki/Q178547,https://world.openfoodfacts.org/ingredient/endive
en:pork-bone,True,Pork bone,491,,https://world.openfoodfacts.org/ingredient/pork-bone
en:soy-preparation,True,Soy preparation,491,,https://world.openfoodfacts.org/ingredient/soy-preparation
en:concentrated-grape-juice,True,Concentrated grape juice,491,,https://world.openfoodfacts.org/ingredient/concentrated-grape-juice
en:mackerel-fillet,True,Mackerel fillet,490,,https://world.openfoodfacts.org/ingredient/mackerel-fillet
en:acai-berry,True,Acai berry,489,,https://world.openfoodfacts.org/ingredient/acai-berry
en:nutritional-yeast,True,Nutritional yeast,488,https://www.wikidata.org/wiki/Q1786540,https://world.openfoodfacts.org/ingredient/nutritional-yeast
en:date-paste,True,Date paste,488,,https://world.openfoodfacts.org/ingredient/date-paste
