id,known,name,products,sameAs/0,url
en:co2,False,co2,457,,https://world.openfoodfacts.org/ingredient/co2
en:maltose,True,Maltose,453,,https://world.openfoodfacts.org/ingredient/maltose
en:turmeric-oleoresin,False,turmeric-oleoresin,450,,https://world.openfoodfacts.org/ingredient/turmeric-oleoresin
en:glaze,True,Glaze,450,https://www.wikidata.org/wiki/Q15223654,https://world.openfoodfacts.org/ingredient/glaze
en:e350,True,E350,449,https://www.wikidata.org/wiki/Q63534992,https://world.openfoodfacts.org/ingredient/e350
en:blueberry-juice-from-concentrate,True,Blueberry juice from concentrate,449,,https://world.openfoodfacts.org/ingredient/blueberry-juice-from-concentrate
fr:zout,False,fr:zout,449,,https://world.openfoodfacts.org/ingredient/fr:zout
en:pink-peppercorn,True,Pink peppercorn,448,https://www.wikidata.org/wiki/Q2497744,https://world.openfoodfacts.org/ingredient/pink-peppercorn
en:vegetable-gum,False,vegetable-gum,448,,https://world.openfoodfacts.org/ingredient/vegetable-gum
en:e444,True,E444,448,https://www.wikidata.org/wiki/Q410537,https://world.openfoodfacts.org/ingredient/e444
en:white-meat-chicken,False,white-meat-chicken,448,,https://world.openfoodfacts.org/ingredient/white-meat-chicken
en:e585,True,E585,446,https://www.wikidata.org/wiki/Q836793,https://world.openfoodfacts.org/ingredient/e585
en:e302,True,E302,445,https://www.wikidata.org/wiki/Q283033,https://world.openfoodfacts.org/ingredient/e302
en:vegetable-gums,False,vegetable-gums,444,,https://world.openfoodfacts.org/ingredient/vegetable-gums
fr:c,False,fr:c,444,,https://world.openfoodfacts.org/ingredient/fr:c
en:nitrite-curing-salt,True,Nitrite curing salt,443,,https://world.openfoodfacts.org/ingredient/nitrite-curing-salt
en:rapeseed-vegetable-oils,False,rapeseed-vegetable-oils,442,,https://world.openfoodfacts.org/ingredient/rapeseed-vegetable-oils
en:cultured-part-skim-milk,False,cultured-part-skim-milk,441,,https://world.openfoodfacts.org/ingredient/cultured-part-skim-milk
fr:energie,False,fr:energie,441,,https://world.openfoodfacts.org/ingredient/fr:energie
en:pea-protein-isolate,True,Pea protein isolate,441,,https://world.openfoodfacts.org/ingredient/pea-protein-isolate
de:weizenvollkornflocken,True,de:Weizenvollkornflocken,441,,https://world.openfoodfacts.org/ingredient/de:weizenvollkornflocken
en:non-hydrogenated-palm-oil,True,Non-hydrogenated palm oil,440,,https://world.openfoodfacts.org/ingredient/non-hydrogenated-palm-oil
en:mirin,True,Mirin,440,https://www.wikidata.org/wiki/Q1045910,https://world.openfoodfacts.org/ingredient/mirin
en:miso,True,Miso,439,https://www.wikidata.org/wiki/Q235169,https://world.openfoodfacts.org/ingredient/miso
en:table-vinegar,True,Table vinegar,439,,https://world.openfoodfacts.org/ingredient/table-vinegar
en:e1104,True,E1104,438,https://www.wikidata.org/wiki/Q380967,https://world.openfoodfacts.org/ingredient/e1104
pl:olej-rzepakowy,False,pl:olej-rzepakowy,438,,https://world.openfoodfacts.org/ingredient/pl:olej-rzepakowy
en:dried-fig,True,Dried fig,438,,https://world.openfoodfacts.org/ingredient/dried-fig
de:zutaten,False,de:zutaten,436,,https://world.openfoodfacts.org/ingredient/de:zutaten
en:white-wine-extract,True,White wine extract,435,,https://world.openfoodfacts.org/ingredient/white-wine-extract
en:colored-with,False,colored-with,435,,https://world.openfoodfacts.org/ingredient/colored-with
en:aromatic-caramel,True,Aromatic caramel,432,,https://world.openfoodfacts.org/ingredient/aromatic-caramel
en:a,False,a,431,,https://world.openfoodfacts.org/ingredient/a
en:toppings,False,toppings,431,,https://world.openfoodfacts.org/ingredient/toppings
en:cider,True,Cider,430,https://www.wikidata.org/wiki/Q167296,https://world.openfoodfacts.org/ingredient/cider
en:thai-rice,True,Thai rice,429,https://www.wikidata.org/wiki/Q2733021,https://world.openfoodfacts.org/ingredient/thai-rice
en:live-active-cultures,False,live-active-cultures,429,,https://world.openfoodfacts.org/ingredient/live-active-cultures
en:trace-of-lime,False,trace-of-lime,428,,https://world.openfoodfacts.org/ingredient/trace-of-lime
en:bamboo-shoot,True,Bamboo shoot,428,https://www.wikidata.org/wiki/Q2157176,https://world.openfoodfacts.org/ingredient/bamboo-shoot
fr:conservation,False,fr:conservation,428,,https://world.openfoodfacts.org/ingredient/fr:conservation
en:non-hydrogenated-vegetable-oils,True,Non-hydrogenated vegetable oils,427,,https://world.openfoodfacts.org/ingredient/non-hydrogenated-vegetable-oils
en:coconut-flour,True,Coconut flour,426,,https://world.openfoodfacts.org/ingredient/coconut-flour
fr:ingredienten,False,fr:ingredienten,426,,https://world.openfoodfacts.org/ingredient/fr:ingredienten
en:e505,True,E505,424,https://www.wikidata.org/wiki/Q18967227,https://world.openfoodfacts.org/ingredient/e505
en:juniper,True,Juniper,424,https://www.wikidata.org/wiki/Q26325,https://world.openfoodfacts.org/ingredient/juniper
en:saithe,True,Saithe,423,,https://world.openfoodfacts.org/ingredient/saithe
en:phosphate,True,Phosphate,422,,https://world.openfoodfacts.org/ingredient/phosphate
en:kalamata-olive,True,Kalamata olive,422,https://www.wikidata.org/wiki/Q6350358,https://world.openfoodfacts.org/ingredient/kalamata-olive
en:and-enzymes,False,and-enzymes,419,,https://world.openfoodfacts.org/ingredient/and-enzymes
en:yellow-carrot,True,Yellow carrot,419,,https://world.openfoodfacts.org/ingredient/yellow-carrot
en:chervil,True,Chervil,418,https://www.wikidata.org/wiki/Q21281535,https://world.openfoodfacts.org/ingredient/chervil
en:special-bread,True,Special bread,417,,https://world.openfoodfacts.org/ingredient/special-bread
en:dry-whey,False,dry-whey,417,,https://world.openfoodfacts.org/ingredient/dry-whey
en:whole-rice-protein,True,Whole rice protein,417,,https://world.openfoodfacts.org/ingredient/whole-rice-protein
fr:viande-et-gras-de-porc,True,fr:Viande et gras de porc,417,,https://world.openfoodfacts.org/ingredient/fr:viande-et-gras-de-porc
en:partially-hydrogenated-palm-oil,True,Partially hydrogenated palm oil,417,,https://world.openfoodfacts.org/ingredient/partially-hydrogenated-palm-oil
en:breadmeal,True,Breadmeal,416,,https://world.openfoodfacts.org/ingredient/breadmeal
en:raisin-paste,False,raisin-paste,414,,https://world.openfoodfacts.org/ingredient/raisin-paste
en:mushroom-powder,True,Mushroom powder,414,,https://world.openfoodfacts.org/ingredient/mushroom-powder
en:l-carnitine,True,L-carnitine,413,https://www.wikidata.org/wiki/Q20735709,https://world.openfoodfacts.org/ingredient/l-carnitine
en:dried-basil,True,Dried basil,413,,https://world.openfoodfacts.org/ingredient/dried-basil
en:beta-carotene-color,False,beta-carotene-color,413,,https://world.openfoodfacts.org/ingredient/beta-carotene-color
en:icing,False,icing,413,,https://world.openfoodfacts.org/ingredient/icing
en:e470b,True,E470b,412,,https://world.openfoodfacts.org/ingredient/e470b
en:black-tea-extract,True,Black tea extract,412,,https://world.openfoodfacts.org/ingredient/black-tea-extract
en:e553b,True,E553b,412,,https://world.openfoodfacts.org/ingredient/e553b
en:propellent-gas,True,Propellent gas,412,https://www.wikidata.org/wiki/Q1875049,https://world.openfoodfacts.org/ingredient/propellent-gas
en:brussels-sprouts,True,Brussels sprouts,411,https://www.wikidata.org/wiki/Q150463,https://world.openfoodfacts.org/ingredient/brussels-sprouts
en:ground-vanilla-beans,True,Ground vanilla beans,411,,https://world.openfoodfacts.org/ingredient/ground-vanilla-beans
en:surimi,True,Surimi,410,https://www.wikidata.org/wiki/Q815740,https://world.openfoodfacts.org/ingredient/surimi
en:tea-extract,True,Tea extract,410,,https://world.openfoodfacts.org/ingredient/tea-extract
en:cane-invert-syrup,True,Cane invert syrup,410,,https://world.openfoodfacts.org/ingredient/cane-invert-syrup
en:modified-soy-protein,False,modified-soy-protein,409,,https://world.openfoodfacts.org/ingredient/modified-soy-protein
en:concord-grape,True,Concord grape,408,,https://world.openfoodfacts.org/ingredient/concord-grape
en:beet-sugar,True,Beet sugar,407,,https://world.openfoodfacts.org/ingredient/beet-sugar
en:orange-extract,True,Orange extract,407,,https://world.openfoodfacts.org/ingredient/orange-extract
fr:moutarde-a-l-ancienne,True,fr:Moutarde à l'ancienne,406,,https://world.openfoodfacts.org/ingredient/fr:moutarde-a-l-ancienne
en:greek-yogurt,True,Greek yogurt,406,,https://world.openfoodfacts.org/ingredient/greek-yogurt
en:dried-fruits,True,Dried fruits,406,,https://world.openfoodfacts.org/ingredient/dried-fruits
en:superior-cooked-ham,True,Superior cooked ham,405,,https://world.openfoodfacts.org/ingredient/superior-cooked-ham
en:e150b,True,E150b,404,,https://world.openfoodfacts.org/ingredient/e150b
en:yeast-powder,True,Yeast powder,404,,https://world.openfoodfacts.org/ingredient/yeast-powder
en:liquid-egg,True,Liquid egg,403,,https://world.openfoodfacts.org/ingredient/liquid-egg
en:degerminated-yellow-corn-meal,False,degerminated-yellow-corn-meal,402,,https://world.openfoodfacts.org/ingredient/degerminated-yellow-corn-meal
fr:fumet-de-poisson,True,fr:Fumet de poisson,402,https://www.wikidata.org/wiki/Q30748629,https://world.openfoodfacts.org/ingredient/fr:fumet-de-poisson
en:ground-almonds,True,Ground almonds,402,,https://world.openfoodfacts.org/ingredient/ground-almonds
en:hazelnut-oil,True,Hazelnut oil,400,https://www.wikidata.org/wiki/Q1112606,https://world.openfoodfacts.org/ingredient/hazelnut-oil
en:sherry-vinegar,True,Sherry vinegar,400,,https://world.openfoodfacts.org/ingredient/sherry-vinegar
en:oyster,True,Oyster,400,,https://world.openfoodfacts.org/ingredient/oyster
en:varietal,True,Varietal,398,https://www.wikidata.org/wiki/Q958314,https://world.openfoodfacts.org/ingredient/varietal
en:e526,True,E526,398,https://www.wikidata.org/wiki/Q182849,https://world.openfoodfacts.org/ingredient/e526
fr:poulet-traite-en-salaison,True,fr:Poulet traité en salaison,398,,https://world.openfoodfacts.org/ingredient/fr:poulet-traite-en-salaison
en:with-tbhq-for-freshness,False,with-tbhq-for-freshness,398,,https://world.openfoodfacts.org/ingredient/with-tbhq-for-freshness
en:source-of-zinc,False,source-of-zinc,396,,https://world.openfoodfacts.org/ingredient/source-of-zinc
en:pure-vanilla,True,Pure vanilla,396,,https://world.openfoodfacts.org/ingredient/pure-vanilla
en:pork-stock,True,Pork stock,395,,https://world.openfoodfacts.org/ingredient/pork-stock
en:carob-bean-and-xanthan-and-guar-gums,False,carob-bean-and-xanthan-and-guar-gums,394,,https://world.openfoodfacts.org/ingredient/carob-bean-and-xanthan-and-guar-gums
en:e924,True,E924,394,https://www.wikidata.org/wiki/Q409241,https://world.openfoodfacts.org/ingredient/e924
fr:d,False,fr:d,393,,https://world.openfoodfacts.org/ingredient/fr:d
en:split-pea,True,Split pea,393,https://www.wikidata.org/wiki/Q2265406,https://world.openfoodfacts.org/ingredient/split-pea
en:chocolate-flavored-coating,False,chocolate-flavored-coating,392,,https://world.openfoodfacts.org/ingredient/chocolate-flavored-coating
en:milled-corn,False,milled-corn,391,,https://world.openfoodfacts.org/ingredient/milled-corn
en:apple-extract,True,Apple extract,390,,https://world.openfoodfacts.org/ingredient/apple-extract
en:pepitas,False,pepitas,389,,https://world.openfoodfacts.org/ingredient/pepitas
en:dried-raspberries,True,Dried raspberries,389,,https://world.openfoodfacts.org/ingredient/dried-raspberries
en:exhausted-ground-vanilla-pod,True,Exhausted ground vanilla pod,388,,https://world.openfoodfacts.org/ingredient/exhausted-ground-vanilla-pod
en:sour-cream-powder,True,Sour cream powder,388,,https://world.openfoodfacts.org/ingredient/sour-cream-powder
en:aged-cayenne-red-peppers,False,aged-cayenne-red-peppers,387,,https://world.openfoodfacts.org/ingredient/aged-cayenne-red-peppers
en:part-skim-mozzarella-cheese,False,part-skim-mozzarella-cheese,386,,https://world.openfoodfacts.org/ingredient/part-skim-mozzarella-cheese
en:propylene-glycol-mono-and-diesters-of-fats-and-fatty-acids,False,propylene-glycol-mono-and-diesters-of-fats-and-fatty-acids,385,,https://world.openfoodfacts.org/ingredient/propylene-glycol-mono-and-diesters-of-fats-and-fatty-acids
en:ginseng,True,Ginseng,385,,https://world.openfoodfacts.org/ingredient/ginseng
en:beef-flavouring,True,Beef flavouring,385,,https://world.openfoodfacts.org/ingredient/beef-flavouring
en:whole-cane-sugar,True,Whole cane sugar,384,,https://world.openfoodfacts.org/ingredient/whole-cane-sugar
en:vegetable-extract,True,Vegetable extract,383,,https://world.openfoodfacts.org/ingredient/vegetable-extract
en:free-range-egg-yolk,True,Free range egg yolk,383,,https://world.openfoodfacts.org/ingredient/free-range-egg-yolk
en:natural-apple-flavouring,True,Natural apple flavouring,382,,https://world.openfoodfacts.org/ingredient/natural-apple-flavouring
en:citric,False,citric,382,,https://world.openfoodfacts.org/ingredient/citric
en:fragrance,False,fragrance,382,,https://world.openfoodfacts.org/ingredient/fragrance
en:ripe-olives,False,ripe-olives,382,,https://world.openfoodfacts.org/ingredient/ripe-olives
en:reb-a,False,reb-a,382,,https://world.openfoodfacts.org/ingredient/reb-a
en:potassium-sorbate-added-to-maintain-freshness,False,potassium-sorbate-added-to-maintain-freshness,382,,https://world.openfoodfacts.org/ingredient/potassium-sorbate-added-to-maintain-freshness
en:nisin-preparation,False,nisin-preparation,381,,https://world.openfoodfacts.org/ingredient/nisin-preparation
en:pork-sausage,True,Pork sausage,381,,https://world.openfoodfacts.org/ingredient/pork-sausage
en:dried,False,dried,381,,https://world.openfoodfacts.org/ingredient/dried
en:e280,True,E280,381,https://www.wikidata.org/wiki/Q422956,https://world.openfoodfacts.org/ingredient/e280
en:e340iii,True,E340iii,380,https://www.wikidata.org/wiki/Q3381491,https://world.openfoodfacts.org/ingredient/e340iii
en:415,False,415,380,,https://world.openfoodfacts.org/ingredient/415
en:acetylated-monoglycerides,False,acetylated-monoglycerides,380,,https://world.openfoodfacts.org/ingredient/acetylated-monoglycerides
en:degermed-yellow-corn-meal,False,degermed-yellow-corn-meal,380,,https://world.openfoodfacts.org/ingredient/degermed-yellow-corn-meal
en:sausage,False,sausage,379,,https://world.openfoodfacts.org/ingredient/sausage
en:to-preserve-color,False,to-preserve-color,379,,https://world.openfoodfacts.org/ingredient/to-preserve-color
en:vanilla-seeds,True,Vanilla seeds,378,,https://world.openfoodfacts.org/ingredient/vanilla-seeds
en:alaskan-pollock-fillet,True,Alaskan Pollock fillet,378,,https://world.openfoodfacts.org/ingredient/alaskan-pollock-fillet
en:glycerol-ester-of-rosin,False,glycerol-ester-of-rosin,378,,https://world.openfoodfacts.org/ingredient/glycerol-ester-of-rosin
en:soy-fiber,True,Soy fiber,378,,https://world.openfoodfacts.org/ingredient/soy-fiber
fr:jambon-cuit-standard,True,fr:Jambon cuit standard,377,,https://world.openfoodfacts.org/ingredient/fr:jambon-cuit-standard
en:monodiglycerides,False,monodiglycerides,377,,https://world.openfoodfacts.org/ingredient/monodiglycerides
en:lactobacillus-rhamnosus,True,Lactobacillus rhamnosus,375,https://www.wikidata.org/wiki/Q1607640,https://world.openfoodfacts.org/ingredient/lactobacillus-rhamnosus
en:citrus-flavouring,True,Citrus flavouring,375,,https://world.openfoodfacts.org/ingredient/citrus-flavouring
en:wholemeal-barley-flour,True,Wholemeal barley flour,375,,https://world.openfoodfacts.org/ingredient/wholemeal-barley-flour
en:calcium-d-pantothenate,False,calcium-d-pantothenate,375,,https://world.openfoodfacts.org/ingredient/calcium-d-pantothenate
en:hydrolyzed-soy-and-corn-protein,False,hydrolyzed-soy-and-corn-protein,375,,https://world.openfoodfacts.org/ingredient/hydrolyzed-soy-and-corn-protein
en:sweetcream-buttermilk,False,sweetcream-buttermilk,375,,https://world.openfoodfacts.org/ingredient/sweetcream-buttermilk
en:guarana-extract,True,Guarana extract,374,,https://world.openfoodfacts.org/ingredient/guarana-extract
en:breading-set-in-vegetable-oil,False,breading-set-in-vegetable-oil,374,,https://world.openfoodfacts.org/ingredient/breading-set-in-vegetable-oil
en:e413,True,E413,374,https://www.wikidata.org/wiki/Q423901,https://world.openfoodfacts.org/ingredient/e413
en:powder,False,powder,373,,https://world.openfoodfacts.org/ingredient/powder
en:reduced-mineral-whey-powder,False,reduced-mineral-whey-powder,373,,https://world.openfoodfacts.org/ingredient/reduced-mineral-whey-powder
fr:jus-de-carotte-noire-concentre,True,fr:Jus de carotte noire concentré,371,,https://world.openfoodfacts.org/ingredient/fr:jus-de-carotte-noire-concentre
en:pork-loin,True,Pork loin,371,https://www.wikidata.org/wiki/Q7230136,https://world.openfoodfacts.org/ingredient/pork-loin
en:grilled-aubergines,True,Grilled aubergines,371,,https://world.openfoodfacts.org/ingredient/grilled-aubergines
en:carob-bean,False,carob-bean,371,,https://world.openfoodfacts.org/ingredient/carob-bean
fr:wasser,False,fr:wasser,371,,https://world.openfoodfacts.org/ingredient/fr:wasser
en:d-pantothenate-calcium,True,D-pantothenate calcium,371,,https://world.openfoodfacts.org/ingredient/d-pantothenate-calcium
en:powdered-condiment,True,Powdered condiment,370,,https://world.openfoodfacts.org/ingredient/powdered-condiment
en:comte,True,Comté,370,https://www.wikidata.org/wiki/Q249310,https://world.openfoodfacts.org/ingredient/comte
fr:petales-de-ble,True,fr:Pétales de blé,370,,https://world.openfoodfacts.org/ingredient/fr:petales-de-ble
en:chicken-breast-meat-with-rib-meat,False,chicken-breast-meat-with-rib-meat,369,,https://world.openfoodfacts.org/ingredient/chicken-breast-meat-with-rib-meat
en:vermicelli,True,Vermicelli,369,,https://world.openfoodfacts.org/ingredient/vermicelli
en:liquid-smoke,True,Liquid smoke,368,https://www.wikidata.org/wiki/Q909463,https://world.openfoodfacts.org/ingredient/liquid-smoke
en:and-less-of,False,and-less-of,368,,https://world.openfoodfacts.org/ingredient/and-less-of
en:white-corn-flour,True,White corn flour,367,,https://world.openfoodfacts.org/ingredient/white-corn-flour
en:half-and-half,False,half-and-half,366,,https://world.openfoodfacts.org/ingredient/half-and-half
en:e916,True,E916,366,https://www.wikidata.org/wiki/Q2185998,https://world.openfoodfacts.org/ingredient/e916
en:soy-lecithin-an-emulsifier,False,soy-lecithin-an-emulsifier,366,,https://world.openfoodfacts.org/ingredient/soy-lecithin-an-emulsifier
en:liquorice-root,True,Liquorice root,366,,https://world.openfoodfacts.org/ingredient/liquorice-root
en:natural-coconut-flavouring,True,Natural coconut flavouring,366,,https://world.openfoodfacts.org/ingredient/natural-coconut-flavouring
en:rooibos,True,Rooibos,365,,https://world.openfoodfacts.org/ingredient/rooibos
en:concentrated-juice,True,Concentrated juice,365,,https://world.openfoodfacts.org/ingredient/concentrated-juice
en:oligosaccharides,True,Oligosaccharides,365,,https://world.openfoodfacts.org/ingredient/oligosaccharides
fr:antioxidant,False,fr:antioxidant,364,,https://world.openfoodfacts.org/ingredient/fr:antioxidant
en:iceberg-lettuce,True,Iceberg lettuce,364,https://www.wikidata.org/wiki/Q1310886,https://world.openfoodfacts.org/ingredient/iceberg-lettuce
en:reduced-fat-mayonnaise,True,Reduced fat mayonnaise,363,,https://world.openfoodfacts.org/ingredient/reduced-fat-mayonnaise
en:soybean-and-palm-oil-with-tbhq-for-freshness,False,soybean-and-palm-oil-with-tbhq-for-freshness,363,,https://world.openfoodfacts.org/ingredient/soybean-and-palm-oil-with-tbhq-for-freshness
en:rendered-chicken-fat,False,rendered-chicken-fat,362,,https://world.openfoodfacts.org/ingredient/rendered-chicken-fat
en:rebaudioside-a,False,rebaudioside-a,362,,https://world.openfoodfacts.org/ingredient/rebaudioside-a
en:apple-fiber,True,Apple fiber,361,,https://world.openfoodfacts.org/ingredient/apple-fiber
en:peach-juice,True,Peach juice,361,,https://world.openfoodfacts.org/ingredient/peach-juice
th:sugar,False,th:sugar,361,,https://world.openfoodfacts.org/ingredient/th:sugar
en:clam,True,Clam,361,https://www.wikidata.org/wiki/Q1192868,https://world.openfoodfacts.org/ingredient/clam
fr:emulsifier,False,fr:emulsifier,361,,https://world.openfoodfacts.org/ingredient/fr:emulsifier
en:natural-vitamin-e,False,natural-vitamin-e,360,,https://world.openfoodfacts.org/ingredient/natural-vitamin-e
en:mung-bean-sprout,True,Mung bean sprout,360,https://www.wikidata.org/wiki/Q7635866,https://world.openfoodfacts.org/ingredient/mung-bean-sprout
en:browning,True,Browning,360,,https://world.openfoodfacts.org/ingredient/browning
en:plant-concentrates,True,Plant concentrates,360,,https://world.openfoodfacts.org/ingredient/plant-concentrates
en:mineral-nutrients,False,mineral-nutrients,359,,https://world.openfoodfacts.org/ingredient/mineral-nutrients
en:sake,True,Sake,359,https://www.wikidata.org/wiki/Q170219,https://world.openfoodfacts.org/ingredient/sake
en:ascorbic-acid-added-as-a-dough-conditioner,False,ascorbic-acid-added-as-a-dough-conditioner,359,,https://world.openfoodfacts.org/ingredient/ascorbic-acid-added-as-a-dough-conditioner
fr:en-poudre,False,fr:en-poudre,358,,https://world.openfoodfacts.org/ingredient/fr:en-poudre
en:anti-foaming-agent,True,Anti-foaming agent,358,https://www.wikidata.org/wiki/Q904035,https://world.openfoodfacts.org/ingredient/anti-foaming-agent
en:whole-durum-wheat-semolina,True,Whole durum wheat semolina,358,,https://world.openfoodfacts.org/ingredient/whole-durum-wheat-semolina
en:mineral-salt,False,mineral-salt,358,,https://world.openfoodfacts.org/ingredient/mineral-salt
en:propylene-glycol-mono-and-diesters-of-fatty-acids,False,propylene-glycol-mono-and-diesters-of-fatty-acids,358,,https://world.openfoodfacts.org/ingredient/propylene-glycol-mono-and-diesters-of-fatty-acids
en:dressing,False,dressing,357,,https://world.openfoodfacts.org/ingredient/dressing
en:fruits-preparation,True,Fruits preparation,357,,https://world.openfoodfacts.org/ingredient/fruits-preparation
en:palm-olein,True,Palm olein,357,https://www.wikidata.org/wiki/Q57312740,https://world.openfoodfacts.org/ingredient/palm-olein
en:corn-kernel,True,Corn kernel,357,,https://world.openfoodfacts.org/ingredient/corn-kernel
en:naturally-derived-citric-acid,False,naturally-derived-citric-acid,356,,https://world.openfoodfacts.org/ingredient/naturally-derived-citric-acid
fr:jambon-de-porc-frais,True,fr:Jambon de porc frais,356,,https://world.openfoodfacts.org/ingredient/fr:jambon-de-porc-frais
en:filberts,False,filberts,355,,https://world.openfoodfacts.org/ingredient/filberts
en:onion-puree,True,Onion purée,355,,https://world.openfoodfacts.org/ingredient/onion-puree
en:blood-orange,True,Blood orange,355,https://www.wikidata.org/wiki/https://www.wikidata.org/wiki/Q303669,https://world.openfoodfacts.org/ingredient/blood-orange
en:dried-oregano,True,Dried oregano,353,,https://world.openfoodfacts.org/ingredient/dried-oregano
en:e141ii,True,E141ii,352,https://www.wikidata.org/wiki/Q18967203,https://world.openfoodfacts.org/ingredient/e141ii
en:white-grape,True,White grape,352,,https://world.openfoodfacts.org/ingredient/white-grape
en:fd-c-red-40-lake,False,fd-c-red-40-lake,352,,https://world.openfoodfacts.org/ingredient/fd-c-red-40-lake
en:algae-extract,True,Algae extract,352,,https://world.openfoodfacts.org/ingredient/algae-extract
en:natural,False,natural,352,,https://world.openfoodfacts.org/ingredient/natural
en:freeze-dried-strawberries,True,Freeze-dried strawberries,351,,https://world.openfoodfacts.org/ingredient/freeze-dried-strawberries
en:chicken-liver,True,Chicken liver,351,https://www.wikidata.org/wiki/Q67210929,https://world.openfoodfacts.org/ingredient/chicken-liver
en:clementine,True,Clementine,351,https://www.wikidata.org/wiki/Q460517,https://world.openfoodfacts.org/ingredient/clementine
fr:s,False,fr:s,351,,https://world.openfoodfacts.org/ingredient/fr:s
en:natural-citrus-flavouring,True,Natural citrus flavouring,350,,https://world.openfoodfacts.org/ingredient/natural-citrus-flavouring
la:aspergillus-oryzae,True,la:Aspergillus oryzae,350,https://www.wikidata.org/wiki/Q22662068,https://world.openfoodfacts.org/ingredient/la:aspergillus-oryzae
en:cage-free-eggs,False,cage-free-eggs,349,,https://world.openfoodfacts.org/ingredient/cage-free-eggs
fr:wheat-flour,False,fr:wheat-flour,349,,https://world.openfoodfacts.org/ingredient/fr:wheat-flour
en:e1101,True,E1101,349,https://www.wikidata.org/wiki/Q212410,https://world.openfoodfacts.org/ingredient/e1101
en:500,False,500,349,,https://world.openfoodfacts.org/ingredient/500
en:balsamic-vinegar-of-modena,True,Balsamic vinegar of modena,349,https://www.wikidata.org/wiki/Q3604285,https://world.openfoodfacts.org/ingredient/balsamic-vinegar-of-modena
en:e345,True,E345,348,https://www.wikidata.org/wiki/Q45044,https://world.openfoodfacts.org/ingredient/e345
fr:jus-de-betterave-rouge-concentre,True,fr:Jus de betterave rouge concentré,348,,https://world.openfoodfacts.org/ingredient/fr:jus-de-betterave-rouge-concentre
pl:z-mleka,False,pl:z-mleka,347,,https://world.openfoodfacts.org/ingredient/pl:z-mleka
en:wild-blueberry,True,Wild blueberry,347,,https://world.openfoodfacts.org/ingredient/wild-blueberry
en:artificial-butter-flavor,False,artificial-butter-flavor,346,,https://world.openfoodfacts.org/ingredient/artificial-butter-flavor
en:fruit-and-vegetable-juice-for-color,False,fruit-and-vegetable-juice-for-color,346,,https://world.openfoodfacts.org/ingredient/fruit-and-vegetable-juice-for-color
en:snap-pea,True,Snap pea,345,,https://world.openfoodfacts.org/ingredient/snap-pea
en:lupin-flour,True,Lupin flour,345,,https://world.openfoodfacts.org/ingredient/lupin-flour
en:contains-2-percent-and-less-of,False,contains-2-percent-and-less-of,345,,https://world.openfoodfacts.org/ingredient/contains-2-percent-and-less-of
en:e234,True,E234,345,https://www.wikidata.org/wiki/Q415798,https://world.openfoodfacts.org/ingredient/e234
fr:i,False,fr:i,344,,https://world.openfoodfacts.org/ingredient/fr:i
fr:b9,False,fr:b9,344,,https://world.openfoodfacts.org/ingredient/fr:b9
fr:eclats-de-noisettes,True,fr:Éclats de noisettes,343,,https://world.openfoodfacts.org/ingredient/fr:eclats-de-noisettes
en:semolina-wheat-flour,False,semolina-wheat-flour,342,,https://world.openfoodfacts.org/ingredient/semolina-wheat-flour
en:semolina-flour,True,Semolina flour,342,,https://world.openfoodfacts.org/ingredient/semolina-flour
en:lavender,True,Lavender,341,https://www.wikidata.org/wiki/Q171892,https://world.openfoodfacts.org/ingredient/lavender
en:millet-seed,True,Millet seed,341,,https://world.openfoodfacts.org/ingredient/millet-seed
en:acacia-fibre,True,Acacia fibre,340,,https://world.openfoodfacts.org/ingredient/acacia-fibre
en:deodorized-sunflower-oil,True,Deodorized sunflower oil,340,,https://world.openfoodfacts.org/ingredient/deodorized-sunflower-oil
en:e425,True,E425,340,,https://world.openfoodfacts.org/ingredient/e425
en:non-gmo-corn-starch,True,Non-gmo corn starch,339,,https://world.openfoodfacts.org/ingredient/non-gmo-corn-starch
en:white-sugar,True,White sugar,339,,https://world.openfoodfacts.org/ingredient/white-sugar
en:carrageenan-gum,False,carrageenan-gum,339,,https://world.openfoodfacts.org/ingredient/carrageenan-gum
en:curly-endive,True,Curly endive,338,https://www.wikidata.org/wiki/Q2963415,https://world.openfoodfacts.org/ingredient/curly-endive
en:virgin-coconut-oil,True,Virgin coconut oil,338,,https://world.openfoodfacts.org/ingredient/virgin-coconut-oil
en:acide-citrique,False,acide-citrique,338,,https://world.openfoodfacts.org/ingredient/acide-citrique
fr:cacao-en-poudre-fortement-degraisse,True,fr:Cacao en poudre fortement dégraissé,337,,https://world.openfoodfacts.org/ingredient/fr:cacao-en-poudre-fortement-degraisse
en:refined-sunflower-oil,True,Refined sunflower oil,337,,https://world.openfoodfacts.org/ingredient/refined-sunflower-oil
en:flaked-almonds,True,Flaked almonds,337,,https://world.openfoodfacts.org/ingredient/flaked-almonds
fr:foie-gras-de-canard-du-sud-ouest,True,fr:Foie gras de canard du sud-ouest,336,,https://world.openfoodfacts.org/ingredient/fr:foie-gras-de-canard-du-sud-ouest
en:avocado-oil,True,Avocado oil,336,,https://world.openfoodfacts.org/ingredient/avocado-oil
en:to-protect-quality,False,to-protect-quality,335,,https://world.openfoodfacts.org/ingredient/to-protect-quality
